date,district,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,grid_lat,grid_lon
2015-01-15,Anuradhapura,23.19,19.62,27.79,0.03,86.16,19.95,8.311,80.404
2015-01-16,Anuradhapura,23.95,20.46,28.68,0.04,88.54,19.07,8.311,80.404
2015-01-17,Anuradhapura,24.17,21.22,28.1,0.1,88.85,19.51,8.311,80.404
2015-01-18,Anuradhapura,23.83,21.22,27.67,0.11,88.76,18.23,8.311,80.404
2015-01-19,Anuradhapura,22.99,20.06,27.63,0.01,84.25,20.36,8.311,80.404
2015-01-20,Anuradhapura,23.48,19.6,28.35,0.01,87.18,20.79,8.311,80.404
2015-01-21,Anuradhapura,23.42,20.63,27.73,0.02,87.01,20.28,8.311,80.404
2015-01-22,Anuradhapura,23.81,19.93,28.44,0.05,87.89,19.41,8.311,80.404
2015-01-23,Anuradhapura,24.22,21.15,28.27,0.19,88.92,19.27,8.311,80.404
2015-01-24,Anuradhapura,24.58,22.33,28.39,0.3,87.68,19.79,8.311,80.404
2015-01-25,Anuradhapura,24.22,21.68,27.92,1.1,86.2,18.85,8.311,80.404
2015-01-26,Anuradhapura,24.0,20.91,28.55,0.25,85.29,13.79,8.311,80.404
2015-01-27,Anuradhapura,23.89,20.6,28.33,0.2,84.54,18.21,8.311,80.404
2015-01-28,Anuradhapura,24.59,21.89,28.78,0.48,87.66,14.62,8.311,80.404
2015-01-29,Anuradhapura,24.44,22.05,28.07,0.77,87.53,12.47,8.311,80.404
2015-01-30,Anuradhapura,24.32,21.26,28.88,0.04,83.84,16.57,8.311,80.404
2015-01-31,Anuradhapura,23.81,20.68,28.41,0.13,83.8,20.35,8.311,80.404
2015-02-01,Anuradhapura,24.31,20.73,28.89,0.42,85.83,18.19,8.311,80.404
2015-02-02,Anuradhapura,24.41,22.12,28.48,0.57,85.96,15.8,8.311,80.404
2015-02-03,Anuradhapura,24.35,22.33,27.65,17.24,89.64,10.4,8.311,80.404
2015-02-04,Anuradhapura,24.57,22.87,27.81,13.51,90.21,14.41,8.311,80.404
2015-02-05,Anuradhapura,24.3,22.7,26.77,21.71,91.56,10.2,8.311,80.404
2015-02-06,Anuradhapura,24.5,22.14,28.18,5.89,86.78,17.34,8.311,80.404
2015-02-07,Anuradhapura,24.42,21.63,28.8,0.25,85.99,16.82,8.311,80.404
2015-02-08,Anuradhapura,24.29,21.21,28.54,1.48,87.3,18.84,8.311,80.404
2015-02-09,Anuradhapura,24.82,22.2,28.84,22.46,88.82,10.13,8.311,80.404
2015-02-10,Anuradhapura,25.04,22.71,28.58,19.24,90.1,16.59,8.311,80.404
2015-02-11,Anuradhapura,24.92,22.77,28.49,3.36,88.96,18.24,8.311,80.404
2015-02-12,Anuradhapura,25.01,22.24,29.2,2.75,89.24,18.3,8.311,80.404
2015-02-13,Anuradhapura,25.2,22.4,29.28,2.67,88.09,19.13,8.311,80.404
2015-02-14,Anuradhapura,24.32,20.23,29.28,0.04,85.82,22.81,8.311,80.404
2015-02-15,Anuradhapura,22.83,18.46,28.52,0.0,82.87,25.22,8.311,80.404
2015-02-16,Anuradhapura,23.0,18.52,28.35,0.01,79.95,24.29,8.311,80.404
2015-02-17,Anuradhapura,23.1,19.06,28.46,0.01,79.47,23.88,8.311,80.404
2015-02-18,Anuradhapura,22.79,18.11,28.33,0.01,77.87,23.4,8.311,80.404
2015-02-19,Anuradhapura,23.46,18.99,29.22,0.0,75.92,22.91,8.311,80.404
2015-02-20,Anuradhapura,23.69,18.85,29.13,0.08,81.81,22.82,8.311,80.404
2015-02-21,Anuradhapura,24.16,20.66,28.84,0.14,83.71,21.81,8.311,80.404
2015-02-22,Anuradhapura,24.27,21.4,28.84,0.33,82.98,22.48,8.311,80.404
2015-02-23,Anuradhapura,25.02,21.59,29.16,2.45,85.49,17.41,8.311,80.404
2015-02-24,Anuradhapura,25.26,22.96,29.14,10.55,88.0,14.62,8.311,80.404
2015-02-25,Anuradhapura,25.14,22.42,29.15,4.01,88.31,16.05,8.311,80.404
2015-02-26,Anuradhapura,25.97,22.52,30.51,8.91,87.15,15.81,8.311,80.404
2015-02-27,Anuradhapura,25.75,23.15,29.47,7.91,88.4,21.27,8.311,80.404
2015-02-28,Anuradhapura,25.9,22.61,30.67,0.58,85.88,23.55,8.311,80.404
2015-03-01,Anuradhapura,25.79,22.13,30.41,1.92,86.37,21.18,8.311,80.404
2015-03-02,Anuradhapura,25.67,21.93,30.56,1.6,85.59,21.48,8.311,80.404
2015-03-03,Anuradhapura,25.3,20.2,30.74,0.07,83.72,24.9,8.311,80.404
2015-03-04,Anuradhapura,26.04,21.64,30.59,7.0,86.5,20.98,8.311,80.404
2015-03-05,Anuradhapura,26.14,22.76,30.82,0.46,85.65,23.2,8.311,80.404
2015-03-06,Anuradhapura,25.97,22.11,31.01,0.06,84.28,24.11,8.311,80.404
2015-03-07,Anuradhapura,25.23,21.23,30.61,0.01,83.57,25.2,8.311,80.404
2015-03-08,Anuradhapura,25.15,21.12,30.44,0.01,84.57,23.13,8.311,80.404
2015-03-09,Anuradhapura,25.38,21.9,30.4,0.03,83.25,21.06,8.311,80.404
2015-03-10,Anuradhapura,24.69,20.87,29.82,0.01,80.58,23.5,8.311,80.404
2015-03-11,Anuradhapura,24.89,20.51,30.27,0.01,82.62,22.65,8.311,80.404
2015-03-12,Anuradhapura,26.07,22.63,30.17,2.87,84.8,17.23,8.311,80.404
2015-03-13,Anuradhapura,26.1,23.51,30.12,1.78,84.4,17.99,8.311,80.404
2015-03-14,Anuradhapura,26.07,23.55,29.88,9.04,86.59,17.03,8.311,80.404
2015-03-15,Anuradhapura,26.15,23.21,30.24,7.51,87.14,19.08,8.311,80.404
2015-03-16,Anuradhapura,26.22,23.19,30.7,3.25,84.49,21.61,8.311,80.404
2015-03-17,Anuradhapura,25.52,20.81,30.64,0.03,84.03,22.92,8.311,80.404
2015-03-18,Anuradhapura,25.12,20.52,31.01,0.0,78.04,24.74,8.311,80.404
2015-03-19,Anuradhapura,24.74,19.17,31.04,0.0,79.81,25.14,8.311,80.404
2015-03-20,Anuradhapura,24.95,19.79,31.05,0.0,82.04,23.02,8.311,80.404
2015-03-21,Anuradhapura,25.13,20.71,31.16,0.06,83.11,24.37,8.311,80.404
2015-03-22,Anuradhapura,25.53,20.79,31.98,0.03,82.44,24.81,8.311,80.404
2015-03-23,Anuradhapura,25.54,19.31,32.6,0.02,77.87,25.35,8.311,80.404
2015-03-24,Anuradhapura,25.36,19.52,32.38,0.0,79.72,24.2,8.311,80.404
2015-03-25,Anuradhapura,25.6,19.32,32.59,0.0,78.96,24.76,8.311,80.404
2015-03-26,Anuradhapura,26.56,21.46,32.46,2.99,81.94,21.84,8.311,80.404
2015-03-27,Anuradhapura,26.74,24.14,30.96,16.21,84.86,15.45,8.311,80.404
2015-03-28,Anuradhapura,26.68,23.59,30.99,6.76,84.12,20.1,8.311,80.404
2015-03-29,Anuradhapura,27.0,23.67,31.69,1.8,82.77,22.53,8.311,80.404
2015-03-30,Anuradhapura,27.21,23.51,31.85,1.7,82.48,21.91,8.311,80.404
2015-03-31,Anuradhapura,26.7,23.9,30.99,3.64,85.4,20.96,8.311,80.404
2015-04-01,Anuradhapura,26.86,24.31,30.98,6.89,86.17,21.23,8.311,80.404
2015-04-02,Anuradhapura,27.23,23.3,31.8,11.9,83.79,22.27,8.311,80.404
2015-04-03,Anuradhapura,26.9,23.4,31.02,8.84,85.32,23.6,8.311,80.404
2015-04-04,Anuradhapura,27.75,22.9,33.35,1.5,81.83,23.69,8.311,80.404
2015-04-05,Anuradhapura,27.45,23.27,32.55,0.73,82.85,24.69,8.311,80.404
2015-04-06,Anuradhapura,27.4,23.53,32.29,1.03,83.51,24.63,8.311,80.404
2015-04-07,Anuradhapura,27.13,23.95,31.0,7.03,85.29,22.97,8.311,80.404
2015-04-08,Anuradhapura,26.19,23.74,29.53,11.94,87.18,16.27,8.311,80.404
2015-04-09,Anuradhapura,26.61,22.6,31.62,0.76,82.45,23.72,8.311,80.404
2015-04-10,Anuradhapura,27.09,23.72,31.91,2.86,83.69,23.4,8.311,80.404
2015-04-11,Anuradhapura,27.26,22.73,32.26,2.63,82.97,24.45,8.311,80.404
2015-04-12,Anuradhapura,27.49,23.76,31.73,8.64,81.89,22.34,8.311,80.404
2015-04-13,Anuradhapura,26.48,23.68,30.53,17.11,81.46,7.97,8.311,80.404
2015-04-14,Anuradhapura,26.99,23.27,32.11,8.84,80.05,24.37,8.311,80.404
2015-04-15,Anuradhapura,26.78,22.89,31.36,10.47,84.07,18.41,8.311,80.404
2015-04-16,Anuradhapura,26.86,24.31,30.19,9.35,85.24,21.14,8.311,80.404
2015-04-17,Anuradhapura,26.89,23.38,30.61,1.75,83.42,24.45,8.311,80.404
2015-04-18,Anuradhapura,26.93,23.18,30.74,2.14,82.61,23.43,8.311,80.404
2015-04-19,Anuradhapura,27.89,23.26,33.04,0.16,78.97,23.99,8.311,80.404
2015-04-20,Anuradhapura,26.13,23.36,29.34,8.15,87.05,21.95,8.311,80.404
2015-04-21,Anuradhapura,26.22,23.69,29.61,14.95,88.88,21.11,8.311,80.404
2015-04-22,Anuradhapura,27.02,24.05,30.62,7.99,85.43,24.69,8.311,80.404
2015-04-23,Anuradhapura,26.89,23.87,30.61,1.09,88.21,23.94,8.311,80.404
2015-04-24,Anuradhapura,27.23,23.59,31.57,5.37,86.16,24.16,8.311,80.404
2015-04-25,Anuradhapura,27.07,23.47,30.6,9.55,84.09,18.67,8.311,80.404
2015-04-26,Anuradhapura,26.91,23.94,30.67,6.07,84.74,24.04,8.311,80.404
2015-04-27,Anuradhapura,26.68,23.78,30.8,15.89,86.52,25.36,8.311,80.404
2015-04-28,Anuradhapura,26.92,23.68,31.26,5.24,84.82,24.23,8.311,80.404
2015-04-29,Anuradhapura,26.75,23.55,30.33,5.19,85.16,23.32,8.311,80.404
2015-04-30,Anuradhapura,26.17,23.51,29.33,2.47,90.48,24.48,8.311,80.404
2015-05-01,Anuradhapura,27.28,23.53,31.73,1.08,84.8,21.44,8.311,80.404
2015-05-02,Anuradhapura,27.24,24.32,31.12,1.42,87.84,21.71,8.311,80.404
2015-05-03,Anuradhapura,27.32,24.23,31.25,2.04,85.36,22.49,8.311,80.404
2015-05-04,Anuradhapura,27.19,23.2,31.3,6.08,83.49,21.17,8.311,80.404
2015-05-05,Anuradhapura,27.23,23.96,30.52,0.81,82.65,19.71,8.311,80.404
2015-05-06,Anuradhapura,27.15,23.86,30.69,3.58,84.21,19.62,8.311,80.404
2015-05-07,Anuradhapura,27.25,24.29,31.06,5.83,84.66,18.45,8.311,80.404
2015-05-08,Anuradhapura,27.27,24.7,30.3,1.59,86.42,19.84,8.311,80.404
2015-05-09,Anuradhapura,26.9,24.38,30.02,3.69,88.61,16.96,8.311,80.404
2015-05-10,Anuradhapura,27.17,24.63,30.7,20.78,86.78,20.39,8.311,80.404
2015-05-11,Anuradhapura,26.2,24.13,29.44,21.95,88.66,15.55,8.311,80.404
2015-05-12,Anuradhapura,25.53,23.7,28.05,42.26,90.75,18.58,8.311,80.404
2015-05-13,Anuradhapura,26.44,23.49,30.53,24.54,88.39,16.65,8.311,80.404
2015-05-14,Anuradhapura,26.88,24.34,30.22,12.69,89.68,18.85,8.311,80.404
2015-05-15,Anuradhapura,27.07,24.57,30.28,4.72,88.93,18.84,8.311,80.404
2015-05-16,Anuradhapura,27.12,25.07,30.32,14.74,89.9,13.86,8.311,80.404
2015-05-17,Anuradhapura,26.88,25.05,29.61,7.93,89.64,10.8,8.311,80.404
2015-05-18,Anuradhapura,27.01,25.29,29.82,11.12,90.8,18.98,8.311,80.404
2015-05-19,Anuradhapura,27.04,25.35,30.07,4.25,90.06,18.52,8.311,80.404
2015-05-20,Anuradhapura,26.86,25.12,29.73,1.06,89.23,19.72,8.311,80.404
2015-05-21,Anuradhapura,27.47,25.44,30.95,0.15,87.12,22.7,8.311,80.404
2015-05-22,Anuradhapura,27.34,24.71,31.25,0.0,85.2,19.96,8.311,80.404
2015-05-23,Anuradhapura,26.98,25.56,28.83,0.0,88.04,20.96,8.311,80.404
2015-05-24,Anuradhapura,27.11,25.07,30.22,0.01,87.05,20.62,8.311,80.404
2015-05-25,Anuradhapura,27.03,25.22,29.8,0.01,89.34,20.53,8.311,80.404
2015-05-26,Anuradhapura,27.04,25.48,29.69,0.01,89.57,20.63,8.311,80.404
2015-05-27,Anuradhapura,27.32,25.23,30.75,0.01,86.44,21.03,8.311,80.404
2015-05-28,Anuradhapura,27.18,25.41,30.27,0.01,89.5,19.68,8.311,80.404
2015-05-29,Anuradhapura,27.26,24.95,30.82,0.01,87.93,20.21,8.311,80.404
2015-05-30,Anuradhapura,26.78,24.95,29.56,0.02,90.32,20.31,8.311,80.404
2015-05-31,Anuradhapura,27.04,25.01,30.41,0.19,87.14,20.43,8.311,80.404
2015-06-01,Anuradhapura,26.56,24.53,29.88,0.28,87.42,20.07,8.311,80.404
2015-06-02,Anuradhapura,26.47,24.2,29.58,0.35,88.94,19.84,8.311,80.404
2015-06-03,Anuradhapura,27.1,25.36,30.02,1.47,89.73,20.84,8.311,80.404
2015-06-04,Anuradhapura,26.64,24.78,29.2,2.78,89.74,18.95,8.311,80.404
2015-06-05,Anuradhapura,25.86,24.62,27.73,3.59,92.98,20.92,8.311,80.404
2015-06-06,Anuradhapura,26.76,23.65,31.25,0.99,86.63,22.51,8.311,80.404
2015-06-07,Anuradhapura,27.42,24.62,31.45,0.88,86.91,22.61,8.311,80.404
2015-06-08,Anuradhapura,26.8,24.86,30.04,0.16,85.78,21.61,8.311,80.404
2015-06-09,Anuradhapura,26.65,24.41,30.3,0.28,86.28,21.85,8.311,80.404
2015-06-10,Anuradhapura,27.08,24.42,30.7,0.15,85.9,22.71,8.311,80.404
2015-06-11,Anuradhapura,27.22,24.75,30.6,0.61,86.81,21.97,8.311,80.404
2015-06-12,Anuradhapura,26.38,24.57,29.15,0.67,87.41,21.61,8.311,80.404
2015-06-13,Anuradhapura,27.15,24.51,31.24,0.05,84.15,21.07,8.311,80.404
2015-06-14,Anuradhapura,27.07,25.2,30.33,0.1,86.07,24.08,8.311,80.404
2015-06-15,Anuradhapura,27.0,25.33,29.83,0.22,87.37,22.18,8.311,80.404
2015-06-16,Anuradhapura,27.0,25.1,30.03,0.18,85.41,18.54,8.311,80.404
2015-06-17,Anuradhapura,26.83,25.09,29.83,0.16,82.0,15.82,8.311,80.404
2015-06-18,Anuradhapura,26.85,24.85,29.29,0.42,86.88,16.23,8.311,80.404
2015-06-19,Anuradhapura,27.19,25.22,29.93,0.11,86.78,17.99,8.311,80.404
2015-06-20,Anuradhapura,27.33,25.91,29.72,0.17,87.13,20.49,8.311,80.404
2015-06-21,Anuradhapura,27.06,24.98,29.51,0.16,86.32,21.76,8.311,80.404
2015-06-22,Anuradhapura,27.47,24.41,31.69,0.06,82.58,22.45,8.311,80.404
2015-06-23,Anuradhapura,27.36,25.11,31.11,0.31,84.28,21.42,8.311,80.404
2015-06-24,Anuradhapura,27.15,24.9,30.63,0.27,84.24,20.7,8.311,80.404
2015-06-25,Anuradhapura,27.48,24.88,31.64,0.44,82.57,20.25,8.311,80.404
2015-06-26,Anuradhapura,26.82,24.02,30.47,0.71,80.6,20.89,8.311,80.404
2015-06-27,Anuradhapura,26.82,23.24,30.7,0.5,80.03,17.15,8.311,80.404
2015-06-28,Anuradhapura,27.05,24.4,30.78,0.57,82.21,19.65,8.311,80.404
2015-06-29,Anuradhapura,27.15,25.09,30.94,0.5,83.26,18.32,8.311,80.404
2015-06-30,Anuradhapura,27.19,24.1,31.84,0.11,79.54,20.15,8.311,80.404
2015-07-01,Anuradhapura,27.4,24.55,31.64,0.32,82.61,22.66,8.311,80.404
2015-07-02,Anuradhapura,27.47,24.98,31.54,0.11,83.87,23.05,8.311,80.404
2015-07-03,Anuradhapura,27.49,25.12,31.29,0.1,83.02,21.29,8.311,80.404
2015-07-04,Anuradhapura,27.63,25.65,31.06,0.18,81.78,21.75,8.311,80.404
2015-07-05,Anuradhapura,27.84,25.82,31.17,0.13,82.54,21.71,8.311,80.404
2015-07-06,Anuradhapura,27.73,25.72,31.09,0.01,80.37,19.85,8.311,80.404
2015-07-07,Anuradhapura,27.73,25.27,31.63,0.0,78.58,22.05,8.311,80.404
2015-07-08,Anuradhapura,27.92,24.81,32.65,0.0,75.57,21.8,8.311,80.404
2015-07-09,Anuradhapura,28.14,24.71,33.24,0.01,74.46,20.76,8.311,80.404
2015-07-10,Anuradhapura,27.87,25.42,31.68,0.17,78.58,20.97,8.311,80.404
2015-07-11,Anuradhapura,27.18,25.26,29.96,0.15,80.99,19.71,8.311,80.404
2015-07-12,Anuradhapura,28.12,24.89,33.41,0.01,77.5,20.51,8.311,80.404
2015-07-13,Anuradhapura,28.44,25.3,33.78,0.02,76.81,22.25,8.311,80.404
2015-07-14,Anuradhapura,28.26,25.35,32.83,0.11,78.39,21.71,8.311,80.404
2015-07-15,Anuradhapura,27.39,25.66,30.24,0.22,80.48,19.59,8.311,80.404
2015-07-16,Anuradhapura,28.24,25.12,32.88,0.05,74.11,20.26,8.311,80.404
2015-07-17,Anuradhapura,27.7,25.28,31.08,0.07,74.05,18.6,8.311,80.404
2015-07-18,Anuradhapura,27.91,24.86,32.53,0.05,71.77,19.7,8.311,80.404
2015-07-19,Anuradhapura,28.34,24.63,33.88,0.01,71.56,19.95,8.311,80.404
2015-07-20,Anuradhapura,27.84,24.51,32.71,0.03,73.55,19.32,8.311,80.404
2015-07-21,Anuradhapura,28.14,25.04,32.96,0.16,75.34,20.57,8.311,80.404
2015-07-22,Anuradhapura,27.47,25.01,31.67,0.28,77.49,16.13,8.311,80.404
2015-07-23,Anuradhapura,27.15,24.6,31.26,0.02,76.63,18.7,8.311,80.404
2015-07-24,Anuradhapura,27.9,24.44,34.27,0.0,71.58,20.65,8.311,80.404
2015-07-25,Anuradhapura,27.36,24.45,31.96,0.05,74.63,18.81,8.311,80.404
2015-07-26,Anuradhapura,27.44,24.42,32.53,0.27,75.47,21.37,8.311,80.404
2015-07-27,Anuradhapura,28.02,24.0,34.32,0.17,73.45,20.66,8.311,80.404
2015-07-28,Anuradhapura,27.31,24.65,31.34,0.17,78.91,19.78,8.311,80.404
2015-07-29,Anuradhapura,27.49,24.47,32.62,0.67,77.21,22.5,8.311,80.404
2015-07-30,Anuradhapura,27.74,24.32,32.98,0.37,75.06,20.58,8.311,80.404
2015-07-31,Anuradhapura,28.09,24.39,33.96,0.05,71.8,21.89,8.311,80.404
2015-08-01,Anuradhapura,28.21,24.65,33.68,0.03,71.64,21.75,8.311,80.404
2015-08-02,Anuradhapura,28.67,24.44,35.09,0.9,71.02,21.0,8.311,80.404
2015-08-03,Anuradhapura,27.63,24.78,32.25,0.67,75.08,21.0,8.311,80.404
2015-08-04,Anuradhapura,28.16,24.81,32.85,0.17,73.16,21.29,8.311,80.404
2015-08-05,Anuradhapura,28.05,25.04,33.6,0.13,71.82,20.28,8.311,80.404
2015-08-06,Anuradhapura,28.58,25.19,34.45,0.04,71.04,22.84,8.311,80.404
2015-08-07,Anuradhapura,28.55,25.17,34.14,0.02,72.74,22.65,8.311,80.404
2015-08-08,Anuradhapura,29.0,25.34,35.21,0.02,70.89,21.58,8.311,80.404
2015-08-09,Anuradhapura,28.36,25.88,32.78,0.08,74.66,19.8,8.311,80.404
2015-08-10,Anuradhapura,28.47,25.41,33.83,0.09,71.56,19.54,8.311,80.404
2015-08-11,Anuradhapura,27.84,25.64,31.51,0.1,75.41,19.24,8.311,80.404
2015-08-12,Anuradhapura,28.55,25.79,33.42,0.09,73.15,21.1,8.311,80.404
2015-08-13,Anuradhapura,28.88,25.55,34.77,0.04,71.62,21.49,8.311,80.404
2015-08-14,Anuradhapura,29.51,25.25,35.7,1.51,69.49,19.8,8.311,80.404
2015-08-15,Anuradhapura,28.35,25.13,33.3,11.8,78.0,16.29,8.311,80.404
2015-08-16,Anuradhapura,27.14,24.71,29.9,41.12,84.14,12.59,8.311,80.404
2015-08-17,Anuradhapura,27.54,23.95,32.24,6.72,80.21,20.37,8.311,80.404
2015-08-18,Anuradhapura,27.84,24.1,32.69,6.53,80.72,18.95,8.311,80.404
2015-08-19,Anuradhapura,27.55,23.87,32.83,0.58,78.37,22.3,8.311,80.404
2015-08-20,Anuradhapura,27.57,24.44,32.21,0.04,76.3,22.45,8.311,80.404
2015-08-21,Anuradhapura,27.47,24.14,32.22,0.11,75.71,21.4,8.311,80.404
2015-08-22,Anuradhapura,27.32,25.01,30.84,0.19,78.44,20.49,8.311,80.404
2015-08-23,Anuradhapura,27.87,24.78,33.13,0.12,76.92,19.22,8.311,80.404
2015-08-24,Anuradhapura,27.6,24.92,32.43,0.13,75.82,20.8,8.311,80.404
2015-08-25,Anuradhapura,27.87,24.85,33.07,0.2,75.04,21.7,8.311,80.404
2015-08-26,Anuradhapura,28.23,24.9,34.18,0.21,72.55,21.34,8.311,80.404
2015-08-27,Anuradhapura,28.05,25.12,33.38,0.07,73.89,19.89,8.311,80.404
2015-08-28,Anuradhapura,28.51,25.29,34.23,0.17,72.89,20.96,8.311,80.404
2015-08-29,Anuradhapura,28.82,25.35,34.76,0.32,71.49,20.83,8.311,80.404
2015-08-30,Anuradhapura,28.35,25.24,34.2,0.27,74.14,21.97,8.311,80.404
2015-08-31,Anuradhapura,29.33,24.85,36.36,0.28,67.76,22.76,8.311,80.404
2015-09-01,Anuradhapura,29.32,24.59,36.07,0.19,70.47,22.81,8.311,80.404
2015-09-02,Anuradhapura,29.49,25.07,35.99,3.43,71.68,21.38,8.311,80.404
2015-09-03,Anuradhapura,27.7,25.23,31.91,38.0,83.31,19.42,8.311,80.404
2015-09-04,Anuradhapura,27.22,24.85,31.27,13.55,83.53,20.86,8.311,80.404
2015-09-05,Anuradhapura,26.78,23.88,30.87,17.82,84.92,20.2,8.311,80.404
2015-09-06,Anuradhapura,26.43,23.62,31.13,8.72,83.45,23.94,8.311,80.404
2015-09-07,Anuradhapura,25.4,22.1,29.49,3.41,81.51,18.87,8.311,80.404
2015-09-08,Anuradhapura,26.06,21.69,31.9,0.08,75.56,20.34,8.311,80.404
2015-09-09,Anuradhapura,26.72,23.21,31.46,0.93,79.37,22.28,8.311,80.404
2015-09-10,Anuradhapura,26.66,24.19,30.97,3.19,83.61,16.03,8.311,80.404
2015-09-11,Anuradhapura,26.1,23.94,29.72,1.11,81.55,19.02,8.311,80.404
2015-09-12,Anuradhapura,26.91,23.99,31.2,0.98,81.84,22.73,8.311,80.404
2015-09-13,Anuradhapura,27.26,24.68,31.47,0.28,80.17,23.28,8.311,80.404
2015-09-14,Anuradhapura,27.75,25.06,32.37,0.27,77.71,23.32,8.311,80.404
2015-09-15,Anuradhapura,27.5,25.31,30.94,0.48,79.93,22.38,8.311,80.404
2015-09-16,Anuradhapura,27.94,25.38,31.73,0.6,78.33,23.92,8.311,80.404
2015-09-17,Anuradhapura,28.18,25.65,33.04,0.34,76.81,23.5,8.311,80.404
2015-09-18,Anuradhapura,28.08,25.34,32.95,0.12,72.97,20.51,8.311,80.404
2015-09-19,Anuradhapura,26.59,23.64,29.4,0.15,79.41,19.58,8.311,80.404
2015-09-20,Anuradhapura,27.02,24.9,30.43,0.09,81.91,21.36,8.311,80.404
2015-09-21,Anuradhapura,27.45,24.69,31.93,0.05,78.95,21.62,8.311,80.404
2015-09-22,Anuradhapura,27.97,23.81,33.91,0.02,74.55,23.27,8.311,80.404
2015-09-23,Anuradhapura,27.46,24.54,31.4,2.01,80.06,21.01,8.311,80.404
2015-09-24,Anuradhapura,26.82,24.25,31.12,7.2,79.48,17.42,8.311,80.404
2015-09-25,Anuradhapura,26.85,23.85,31.92,4.42,80.2,22.24,8.311,80.404
2015-09-26,Anuradhapura,27.15,23.88,32.74,12.72,80.32,20.27,8.311,80.404
2015-09-27,Anuradhapura,25.92,23.83,29.33,6.45,85.67,16.97,8.311,80.404
2015-09-28,Anuradhapura,26.51,23.94,30.24,4.94,84.27,13.04,8.311,80.404
2015-09-29,Anuradhapura,25.88,23.49,29.98,32.93,87.35,17.64,8.311,80.404
2015-09-30,Anuradhapura,25.54,22.87,29.37,8.79,86.61,15.57,8.311,80.404
2015-10-01,Anuradhapura,26.42,23.1,30.97,3.75,83.49,20.71,8.311,80.404
2015-10-02,Anuradhapura,26.73,23.32,31.5,1.65,84.25,20.99,8.311,80.404
2015-10-03,Anuradhapura,26.63,23.84,30.66,1.6,85.75,20.6,8.311,80.404
2015-10-04,Anuradhapura,26.54,24.36,29.75,4.35,86.0,16.15,8.311,80.404
2015-10-05,Anuradhapura,26.31,24.58,29.32,4.1,87.26,9.85,8.311,80.404
2015-10-06,Anuradhapura,26.47,24.17,29.95,1.33,84.23,18.24,8.311,80.404
2015-10-07,Anuradhapura,26.72,24.15,30.83,1.19,85.54,20.25,8.311,80.404
2015-10-08,Anuradhapura,26.86,24.01,31.56,0.32,82.43,20.15,8.311,80.404
2015-10-09,Anuradhapura,26.31,24.27,29.9,0.72,82.34,18.51,8.311,80.404
2015-10-10,Anuradhapura,27.4,24.25,32.12,1.5,78.91,20.09,8.311,80.404
2015-10-11,Anuradhapura,27.39,24.44,31.9,2.17,82.07,20.82,8.311,80.404
2015-10-12,Anuradhapura,26.69,24.1,30.03,2.61,85.13,18.31,8.311,80.404
2015-10-13,Anuradhapura,27.04,23.38,31.37,9.73,82.85,18.65,8.311,80.404
2015-10-14,Anuradhapura,26.45,23.89,29.93,27.6,86.22,18.55,8.311,80.404
2015-10-15,Anuradhapura,26.56,22.88,31.58,5.27,82.11,20.32,8.311,80.404
2015-10-16,Anuradhapura,26.49,23.06,30.94,4.34,83.54,18.75,8.311,80.404
2015-10-17,Anuradhapura,26.66,24.17,30.25,6.28,85.9,19.12,8.311,80.404
2015-10-18,Anuradhapura,26.99,24.22,31.44,15.11,86.54,16.11,8.311,80.404
2015-10-19,Anuradhapura,26.78,24.49,30.37,9.6,88.04,19.92,8.311,80.404
2015-10-20,Anuradhapura,26.9,23.91,31.08,11.05,85.0,18.85,8.311,80.404
2015-10-21,Anuradhapura,26.61,23.32,31.4,3.12,83.15,19.52,8.311,80.404
2015-10-22,Anuradhapura,26.71,22.8,31.35,3.97,84.95,18.33,8.311,80.404
2015-10-23,Anuradhapura,25.93,24.6,27.77,27.46,92.87,16.55,8.311,80.404
2015-10-24,Anuradhapura,26.1,24.72,27.95,6.51,93.69,10.0,8.311,80.404
2015-10-25,Anuradhapura,26.45,24.0,30.57,10.59,84.02,9.96,8.311,80.404
2015-10-26,Anuradhapura,24.49,22.98,25.76,29.08,90.78,8.92,8.311,80.404
2015-10-27,Anuradhapura,24.14,22.13,26.91,73.89,92.14,5.92,8.311,80.404
2015-10-28,Anuradhapura,25.25,22.77,28.95,15.49,87.89,12.03,8.311,80.404
2015-10-29,Anuradhapura,25.17,22.95,28.3,8.9,90.07,10.5,8.311,80.404
2015-10-30,Anuradhapura,24.66,22.64,27.23,23.55,94.03,13.22,8.311,80.404
2015-10-31,Anuradhapura,25.68,23.24,28.95,14.47,89.38,15.13,8.311,80.404
2015-11-01,Anuradhapura,26.07,22.99,30.1,17.87,87.93,17.02,8.311,80.404
2015-11-02,Anuradhapura,25.58,23.26,28.8,72.71,88.9,16.01,8.311,80.404
2015-11-03,Anuradhapura,25.49,23.34,28.55,6.25,88.57,11.44,8.311,80.404
2015-11-04,Anuradhapura,25.73,22.99,29.16,5.17,89.57,17.62,8.311,80.404
2015-11-05,Anuradhapura,25.88,22.71,29.74,8.2,86.77,13.11,8.311,80.404
2015-11-06,Anuradhapura,25.6,22.86,29.22,16.75,88.88,12.4,8.311,80.404
